wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk,"[0.81151968, 0.96329069, 0.70018578, 1.0741074, 0.77231497, 0.54270589, 0.34922165, 0.85615915, 0.71705657, 0.78213531, 0.86994189, 0.3545433, 0.72773087, 0.9049443, 0.85127968, 0.90845162]"
wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk,"[1.1042775, 1.2184695, 1.1717418, 1.0788262, 0.86108994, 1.0993646, 0.86759073, 1.2601677, 1.1567564, 0.96448052, 1.0262283, 0.9267692, 0.91418427, 0.97671127, 0.92095321, 0.91862482]"
wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk,"[0.96678561, 0.97841156, 1.1257802, 1.0649813, 0.42876911, 0.98666197, 1.0389296, 1.1406449, 1.1849415, 0.68554658, 0.94707739, 0.64547104, 0.4434092, 1.1251111, 1.1645024, 1.0011916]"
wgEncodeAwgTfbsHaibGm12878SrfPcr2xUniPk,"[0.83514869, 0.85963041, 0.69231504, 0.83378875, 0.94513339, 0.89723074, 1.1513393, 0.7767784, 0.69750673, 0.74693495, 0.79655874, 0.54330391, 0.73746961, 0.71528488, 1.1146998, 0.90416777]"
wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk,"[0.87666154, 0.39777946, 0.93446463, 0.68831718, 0.81598032, 0.62150806, 0.91626763, 0.81517333, 0.70100284, 0.79120338, 0.80942214, 0.42850593, 0.89662939, 0.78666037, 0.82083815, 0.42100841]"
wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk,"[0.94799775, 0.85878342, 0.19182426, 0.71450514, 0.80372298, 0.9759118, 0.9477278, 0.86168122, 1.1047921, 1.0357078, 0.29215333, 0.32502717, 1.068688, 0.9534024, 0.87679744, 0.91177976]"
wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk,"[0.31912753, 0.71683007, 0.15131721, 1.0125598, 1.0229533, 0.98985505, 1.0321406, 1.0691392, 0.78107673, 0.96343768, 0.89814109, 1.0397264, 0.98066092, 0.8078112, 0.84670717, 0.73229998]"
wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk,"[0.92876035, 0.9238286, 0.9573316, 1.0153947, 0.65759391, 0.91709298, 0.97186834, 0.62312418, 0.37136117, 0.47845864, 0.84489912, 0.73556411, 1.0444216, 0.90295517, 0.81563646, 0.95446074]"
wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk,"[0.86542428, 0.77609229, 0.91042292, 0.31241116, 0.9172731, 0.83586234, 0.84102434, 0.73450899, 0.78191835, 0.37395263, 0.65382254, 0.78983915, 0.82667571, 0.42184424, 0.92674059, 0.89445806]"
wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk,"[0.87929022, 0.80731452, 1.003857, 0.75821573, 0.81595701, 0.78856379, 0.92634642, 0.90766037, 0.85272086, 0.86806679, 0.37812516, 0.76172209, 0.82414937, 0.91074508, 0.75951666, 0.88809007]"
